title,genre,director1,director2,actor1,actor2,actor3,actor4,box_office,imdb_rating,imdb_votes,yr
I Feel Pretty,Comedy- Romance,AbbyKohn,MarcSilverstein,AmySchumer,MichelleWilliams,EmilyRatajkowski,TomHopper,48795601,5.5,41556,2018
The House That Jack Built,Crime- Drama- Horror,LarsvonTrier,.,MattDillon,BrunoGanz,UmaThurman,SiobhanFallonHogan,87008,6.8,40201,2018
Peppermint,Action- Drama- Thriller,PierreMorel,.,JenniferGarner,JohnGallagherJr.,JohnOrtiz,JuanPabloRaba,35418723,6.5,39155,2018
Extinction,Action- Drama- Sci-Fi,BenYoung,.,MichaelPeña,LizzyCaplan,AmeliaCrouch,EricaTremblay,.,5.8,38601,2018
Hunter Killer,Action- Thriller,DonovanMarsh,.,GerardButler,GaryOldman,Common,LindaCardellini,15767460,6.6,38341,2018
How It Ends,Action- Adventure- Drama,DavidM.Rosenthal,.,TheoJames,KatGraham,NancySorel,NicoleAriParker,.,5,37485,2018
Adrift,Action- Adventure- Biography,BaltasarKormákur,.,ShaileneWoodley,SamClaflin,JeffreyThomas,ElizabethHawthorne,31445012,6.6,36599,2018
The Sisters Brothers,Comedy- Crime- Drama,JacquesAudiard,.,JohnC.Reilly,JoaquinPhoenix,JakeGyllenhaal,RizAhmed,3143056,7,36363,2018
Leave No Trace,Drama,DebraGranik,.,ThomasinMcKenzie,BenFoster,JefferyRifflard,DerekJohnDrescher,6046104,7.2,36230,2018
Shoplifters,Crime- Drama,HirokazuKoreeda,.,LilyFranky,SakuraAndô,KirinKiki,MayuMatsuoka,3313513,8,36044,2018
A Wrinkle in Time,Adventure- Family- Fantasy,AvaDuVernay,.,StormReid,OprahWinfrey,ReeseWitherspoon,MindyKaling,100478608,4.2,35960,2018
Cold War,Drama- History- Music,PawelPawlikowski,.,JoannaKulig,TomaszKot,BorysSzyc,AgataKulesza,4572545,7.6,35927,2018
When We First Met,Comedy- Fantasy- Romance,AriSandel,.,AdamDevine,AlexandraDaddario,ShelleyHennig,AndrewBachelor,.,6.4,35837,2018
The Christmas Chronicles,Adventure- Comedy- Family,ClayKaytis,.,KurtRussell,DarbyCamp,JudahLewis,OliverHudson,.,7.1,35675,2018
Truth or Dare,Horror- Thriller,JeffWadlow,.,LucyHale,TylerPosey,ViolettBeane,HaydenSzeto,40717020,5.1,35476,2018
The House with a Clock in Its Walls,Comedy- Fantasy- Horror,EliRoth,.,JackBlack,CateBlanchett,OwenVaccaro,KyleMacLachlan,68549695,6,35437,2018
Beautiful Boy,Biography- Drama,FelixvanGroeningen,.,SteveCarell,MauraTierney,JackDylanGrazer,OakleyBull,7649973,7.3,34099,2018
Set It Up,Comedy- Romance,ClaireScanlon,.,ZoeyDeutch,GlenPowell,LucyLiu,TayeDiggs,.,6.5,33764,2018
Hotel Artemis,Action- Crime- Drama,DrewPearce,.,JodieFoster,SofiaBoutella,DaveBautista,SterlingK.Brown,6708147,6.1,33410,2018
Unsane,Drama- Horror- Mystery,StevenSoderbergh,.,ClaireFoy,JoshuaLeonard,JayPharoah,JunoTemple,7732899,6.4,33408,2018
Can You Ever Forgive Me?,Biography- Comedy- Crime,MarielleHeller,.,MelissaMcCarthy,RichardE.Grant,DollyWells,BenFalcone,8803865,7.1,33293,2018
The Grinch,Animation- Family- Fantasy,YarrowCheney,ScottMosier,BenedictCumberbatch,CameronSeely,RashidaJones,PharrellWilliams,270620950,6.3,32435,2018
Apostle,Drama- Fantasy- Horror,GarethEvans,.,DanStevens,RichardElfyn,PaulHiggins,BillMilner,.,6.3,32008,2018
The Girl in the Spider's Web,Action- Crime- Drama,FedeAlvarez,.,ClaireFoy,BeauGadsdon,SverrirGudnason,LaKeithStanfield,14841338,6.1,31481,2018
American Animals,Biography- Crime- Drama,BartLayton,.,SpencerReinhard,WarrenLipka,EricBorsuk,ChasAllen,2856954,7,30847,2018
Anon,Action- Crime- Drama,AndrewNiccol,.,CliveOwen,AfiyaBennett,MorganAllen,JeffreyMen,.,6.1,30418,2018
The Old Man & the Gun,Biography- Comedy- Crime,DavidLowery,.,RobertRedford,CaseyAffleck,SissySpacek,DannyGlover,11277120,6.7,29892,2018
Race 3,Action- Thriller,RemoD'Souza,.,AnilKapoor,SalmanKhan,BobbyDeol,JacquelineFernandez,1690861,2,29638,2018
The Guilty,Crime- Drama- Thriller,GustavMöller,.,JakobCedergren,JessicaDinnage,OmarShargawi,JohanOlsen,207140,7.5,29282,2018
Climax,Drama- Horror- Music,GasparNoé,.,SofiaBoutella,RomainGuillermic,SouheilaYacoub,KiddySmile,804112,7.2,28877,2018
Peter Rabbit,Animation- Adventure- Comedy,WillGluck,.,JamesCorden,FayssalBazzi,DomhnallGleeson,Sia,115253424,6.5,28877,2018
Sierra Burgess Is a Loser,Comedy- Drama- Romance,IanSamuels,.,ShannonPurser,KristineFroseth,RJCyler,NoahCentineo,.,5.9,28871,2018
If Beale Street Could Talk,Drama- Romance,BarryJenkins,.,KiKiLayne,StephanJames,ReginaKing,TeyonahParris,14915773,7.2,28810,2018
Mid90s,Comedy- Drama,JonahHill,.,SunnySuljic,KatherineWaterston,LucasHedges,Na-kelSmith,7362439,7.4,28749,2018
Hold the Dark,Adventure- Drama- Horror,JeremySaulnier,.,JeffreyWright,AlexanderSkarsgård,JamesBadgeDale,RileyKeough,.,5.6,27886,2018
Hotel Mumbai,Drama- History- Thriller,AnthonyMaras,.,DevPatel,ArmieHammer,NazaninBoniadi,AnupamKher,9651611,7.6,27534,2018
Overboard,Comedy- Romance,RobGreenberg,.,EugenioDerbez,AnnaFaris,EvaLongoria,JohnHannah,50316123,5.9,27478,2018
Life of the Party,Comedy,BenFalcone,.,MelissaMcCarthy,MattWalsh,MollyGordon,BenFalcone,52856061,5.6,27229,2018
Arif V 216,Comedy- Sci-Fi,KivançBaruönü,.,CemYilmaz,OzanGüven,ÖzkanUgur,ÖzgeÖzberk,.,7.3,27160,2018
Burning,Drama- Mystery,Chang-dongLee,.,Ah-inYoo,StevenYeun,Jong-seoJun,Soo-KyungKim,718991,7.6,26747,2018
Mary Queen of Scots,Biography- Drama- History,JosieRourke,.,SaoirseRonan,MargotRobbie,JackLowden,JoeAlwyn,16468499,6.3,26522,2018
Night School,Comedy,MalcolmD.Lee,.,KevinHart,TiffanyHaddish,RobRiggle,RomanyMalco,77339130,5.6,26347,2018
The Open House,Horror- Thriller,MattAngel,SuzanneCoote,DylanMinnette,PierceyDalton,PatriciaBethune,SharifAtkins,.,3.3,26131,2018
Mute,Mystery- Sci-Fi- Thriller,DuncanJones,.,AlexanderSkarsgård,PaulRudd,JustinTheroux,LeviEisenblätter,.,5.4,26031,2018
Smallfoot,Animation- Adventure- Comedy,KareyKirkpatrick,JasonReisig,ChanningTatum,JamesCorden,Zendaya,Common,83240103,6.6,25773,2018
Arctic,Adventure- Drama,JoePenna,.,MadsMikkelsen,MariaThelmaSmáradóttir,TintrinaiThikhasuk,.,2410795,6.8,25485,2018
K.G.F: Chapter 1,Action- Drama,PrashanthNeel,.,Yash,SrinidhiShetty,RamachandraRaju,ArchanaJois,.,8.2,25453,2018
Capharnaüm,Drama,NadineLabaki,.,ZainAlRafeea,YordanosShiferaw,BoluwatifeTreasureBankole,KawsarAlHaddad,1661096,8.5,25241,2018
Winchester,Biography- Drama- Fantasy,MichaelSpierig,PeterSpierig,HelenMirren,SarahSnook,FinnScicluna-O'Prey,JasonClarke,25091816,5.4,25217,2018
The Titan,Drama- Mystery- Romance,LennartRuff,.,SamWorthington,TaylorSchilling,TomWilkinson,AgynessDeyn,.,4.8,24538,2018
Summer of 84,Drama- Horror- Mystery,FrançoisSimard,AnoukWhissell,GrahamVerchere,JudahLewis,CalebEmery,CoryGruter-Andrew,.,6.7,24476,2018
The Guernsey Literary and Potato Peel Pie Society,Drama- History- Romance,MikeNewell,.,JessicaBrownFindlay,TomCourtenay,MichielHuisman,KatherineParkinson,.,7.4,24122,2018
Padmaavat,Drama- History- Romance,SanjayLeelaBhansali,.,DeepikaPadukone,RanveerSingh,ShahidKapoor,AditiRaoHydari,11846060,7,24080,2018
Braven,Action- Drama,LinOeding,.,JasonMomoa,GarretDillahunt,JillWagner,StephenLang,.,6.1,23893,2018
The Darkest Minds,Action- Adventure- Drama,JenniferYuhNelson,.,AmandlaStenberg,MandyMoore,BradleyWhitford,HarrisDickinson,12695691,5.7,23300,2018
The 15:17 to Paris,Biography- Drama- Thriller,ClintEastwood,.,AlekSkarlatos,AnthonySadler,SpencerStone,RayCorasani,36250957,5.2,23057,2018
Nada a Perder,Biography- Drama,AlexandreAvancini,.,PetrônioGontijo,DayMesquita,BethGoulart,DaltonVigh,1003497,5.6,22654,2018
The Strangers: Prey at Night,Horror,JohannesRoberts,.,ChristinaHendricks,MartinHenderson,BaileeMadison,LewisPullman,24431472,5.2,22567,2018
The Perfection,Drama- Horror- Thriller,RichardShepard,.,AllisonWilliams,LoganBrowning,StevenWeber,AlainaHuffman,.,6.1,22508,2018
Operation Finale,Biography- Drama- History,ChrisWeitz,.,OscarIsaac,BenKingsley,MélanieLaurent,LiorRaz,17612099,6.5,22476,2018
Game Over Man!,Action- Comedy,KyleNewacheck,.,AdamDevine,AndersHolm,BlakeAnderson,ChloeBridges,.,5.4,22262,2018
Gringo,Action- Comedy- Crime,NashEdgerton,.,JoelEdgerton,CharlizeTheron,DavidOyelowo,ThandieNewton,4969853,6.1,22186,2018
Escape Plan 2: Hades,Action- Crime- Mystery,StevenC.Miller,.,SylvesterStallone,DaveBautista,XiaomingHuang,JesseMetcalfe,.,3.8,22167,2018
Dumplin',Comedy- Drama- Musical,AnneFletcher,.,DanielleMacdonald,JenniferAniston,OdeyaRush,MaddieBaillio,.,6.7,21844,2018
Boy Erased,Biography- Drama,JoelEdgerton,.,LucasHedges,NicoleKidman,JoelEdgerton,RussellCrowe,6788692,7,21497,2018
Slender Man,Horror- Mystery- Thriller,SylvainWhite,.,JoeyKing,JuliaGoldaniTelles,JazSinclair,AnnaliseBasso,30569484,3.2,21353,2018
The Nutcracker and the Four Realms,Adventure- Family- Fantasy,LasseHallström,JoeJohnston,MackenzieFoy,KeiraKnightley,MorganFreeman,HelenMirren,54858851,5.5,21329,2018
Stree,Comedy- Horror,AmarKaushik,.,RajkummarRao,ShraddhaKapoor,PankajTripathi,AparshaktiKhurana,.,7.7,21318,2018
Tau,Sci-Fi- Thriller,FedericoD'Alessandro,.,MaikaMonroe,EdSkrein,GaryOldman,FistonBarek,.,5.8,21304,2018
Under the Silver Lake,Comedy- Crime- Drama,DavidRobertMitchell,.,AndrewGarfield,RileyKeough,TopherGrace,CallieHernandez,46083,6.5,21142,2018
Replicas,Drama- Sci-Fi- Thriller,JeffreyNachmanoff,.,KeanuReeves,AliceEve,ThomasMiddleditch,JohnOrtiz,4046429,5.5,21029,2018
Mirage,Drama- Mystery- Romance,OriolPaulo,.,AdrianaUgarte,ChinoDarín,JavierGutiérrez,ÁlvaroMorte,.,7.4,21012,2018
Zero,Comedy- Drama- Romance,AanandL.Rai,.,ShahRukhKhan,AnushkaSharma,KatrinaKaif,MohammedZeeshanAyyub,.,5.6,21005,2018
Dragged Across Concrete,Action- Crime- Drama,S.CraigZahler,.,MelGibson,VinceVaughn,ToryKittles,MichaelJaiWhite,.,7,20996,2018
Super Troopers 2,Comedy- Crime- Mystery,JayChandrasekhar,.,JayChandrasekhar,KevinHeffernan,SteveLemme,PaulSoter,30617396,6.1,20986,2018
22 July,Crime- Drama- History,PaulGreengrass,.,AndersDanielsenLie,JonasStrandGravli,JonØigarden,MariaBock,.,6.7,20966,2018
Everybody Knows,Crime- Drama- Mystery,AsgharFarhadi,.,PenélopeCruz,JavierBardem,RicardoDarín,EduardFernández,2660165,7,20867,2018
Holmes & Watson,Comedy- Crime- Mystery,EtanCohen,.,WillFerrell,JohnC.Reilly,RalphFiennes,RebeccaHall,30573626,3.8,20726,2018
The Hate U Give,Crime- Drama,GeorgeTillmanJr.,.,AmandlaStenberg,ReginaHall,RussellHornsby,AnthonyMackie,29719483,7.3,20701,2018
Stan & Ollie,Biography- Comedy- Drama,JonS.Baird,.,SteveCoogan,JohnC.Reilly,ShirleyHenderson,NinaArianda,5470235,7.2,20387,2018
Book Club,Comedy- Drama- Romance,BillHolderman,.,DianeKeaton,JaneFonda,CandiceBergen,MarySteenburgen,68566296,6.1,20317,2018
Badhaai Ho,Comedy- Drama,AmitRavindernathSharma,.,AyushmannKhurrana,SanyaMalhotra,NeenaGupta,GajrajRao,.,8,20316,2018
Raazi,Action- Drama- Thriller,MeghnaGulzar,.,AliaBhatt,VickyKaushal,RajitKapoor,ShishirSharma,.,7.8,19460,2018
The Happytime Murders,Action- Comedy- Crime,BrianHenson,.,MelissaMcCarthy,ElizabethBanks,MayaRudolph,LeslieDavidBaker,20706452,5.3,19035,2018
Blindspotting,Comedy- Crime- Drama,CarlosLópezEstrada,.,DaveedDiggs,RafaelCasal,JaninaGavankar,JasmineCephasJones,4333394,7.4,19002,2018
Cam,Horror- Mystery- Thriller,DanielGoldhaber,.,MadelineBrewer,PatchDarragh,MeloraWalters,DevinDruid,.,6,18889,2018
2.0,Action- Sci-Fi,S.Shankar,.,Rajinikanth,AkshayKumar,AmyJackson,AdilHussain,.,6.4,18472,2018
Incident in a Ghostland,Drama- Horror- Mystery,PascalLaugier,.,CrystalReed,MylèneFarmer,AnastasiaPhillips,EmiliaJones,.,6.4,18458,2018
At Eternity's Gate,Biography- Drama,JulianSchnabel,.,WillemDafoe,RupertFriend,OscarIsaac,MadsMikkelsen,2294915,6.9,18419,2018
White Boy Rick,Crime- Drama,YannDemange,.,MatthewMcConaughey,RichieMerritt,BelPowley,JenniferJasonLeigh,24011188,6.4,18009,2018
Dragon Ball Super: Broly,Animation- Action- Adventure,TatsuyaNagamine,.,MasakoNozawa,AyaHisakawa,RyôHorikawa,ToshioFurukawa,30712119,7.9,17753,2018
Parmanu: The Story of Pokhran,Action- Drama- History,AbhishekSharma,.,JohnAbraham,BomanIrani,DianaPenty,AnujaSathe,.,7.7,17709,2018
Destination Wedding,Comedy- Drama- Romance,VictorLevin,.,WinonaRyder,KeanuReeves,DJDallenbach,TedDubost,.,6,17618,2018
Midnight Sun,Drama- Romance,ScottSpeer,.,BellaThorne,PatrickSchwarzenegger,RobRiggle,QuinnShephard,9561064,6.6,17500,2018
Destroyer,Action- Crime- Drama,KarynKusama,.,NicoleKidman,TobyKebbell,TatianaMaslany,SebastianStan,1533324,6.2,17171,2018
Traffik,Action- Crime- Drama,DeonTaylor,.,PriscillaQuintana,LukeGoss,PaulaPatton,WilliamFichtner,9186156,6,16954,2018
Sonu Ke Titu Ki Sweety,Comedy- Romance,LuvRanjan,.,KartikAaryan,NushratBharucha,SunnySinghNijjar,AlokNath,.,7.1,16892,2018
The Outsider,Crime- Drama- Thriller,MartinZandvliet,.,JaredLeto,TadanobuAsano,KippeiShîna,ShioliKutsuna,.,6.3,16755,2018
Padman,Comedy- Drama,R.Balki,.,AkshayKumar,RadhikaApte,SonamKapoor,JyotiSubhash,1662927,8,16573,2018
Early Man,Animation- Adventure- Comedy,NickPark,.,EddieRedmayne,TomHiddleston,MaisieWilliams,TimothySpall,8267544,6.1,16486,2018
Calibre,Drama- Thriller,MattPalmer,.,JackLowden,MartinMcCann,TonyCurran,IanPirie,.,6.7,16292,2018
Wildlife,Drama,PaulDano,.,EdOxenbould,JakeGyllenhaal,CareyMulligan,TravisWBruyer,1028993,6.9,16156,2018
The Hurricane Heist,Action- Adventure- Crime,RobCohen,.,TobyKebbell,MaggieGrace,RyanKwanten,RalphIneson,6115825,5.1,16105,2018
Like Father,Comedy- Drama,LaurenMillerRogen,.,KristenBell,DanielleDavenport,KimikoGlenn,WynterKullman,.,6.1,15953,2018
Rangasthalam,Action- Drama,Sukumar,.,RamCharan,SamanthaRuthPrabhu,Aadhi,JagapathiBabu,.,8.4,15841,2018
Thugs of Hindostan,Action- Adventure,VijayKrishnaAcharya,.,AamirKhan,AmitabhBachchan,KatrinaKaif,FatimaSanaShaikh,1449848,4,15678,2018
Beirut,Drama- Thriller,BradAnderson,.,JonHamm,JayPotter,KhalidBenchagra,AniaJosse,5019226,6.4,15637,2018
The Night Comes for Us,Action- Thriller,TimoTjahjanto,.,IkoUwais,JoeTaslim,JulieEstelle,ZackLee,.,7,15634,2018
Simmba,Action- Drama,RohitShetty,.,RanveerSingh,SaraAliKhan,SonuSood,AshutoshRana,5075611,6.3,15594,2018
Don't Worry He Won't Get Far on Foot,Biography- Comedy- Drama,GusVanSant,.,JoaquinPhoenix,JonahHill,RooneyMara,JackBlack,1441705,6.9,15380,2018
Tumbbad,Drama- Fantasy- Horror,RahiAnilBarve,AnandGandhi,SohumShah,JyotiMalshe,AnitaDate,RonjiniChakraborty,.,8.2,15335,2018
Terminal,Crime- Drama- Thriller,VaughnStein,.,MargotRobbie,SimonPegg,DexterFletcher,MikeMyers,.,5.3,15264,2018
Second Act,Comedy- Drama- Romance,PeterSegal,.,JenniferLopez,VanessaHudgens,LeahRemini,TreatWilliams,39282227,5.8,15263,2018
Unfriended: Dark Web,Horror- Mystery- Thriller,StephenSusco,.,ColinWoodell,StephanieNogueras,BettyGabriel,RebeccaRittenhouse,8783985,5.9,15171,2018
Dogman,Crime- Drama- Thriller,MatteoGarrone,.,MarcelloFonte,EdoardoPesce,NunziaSchiano,AdamoDionisi,148225,7.3,15160,2018
Fahrenheit 451,Drama- Sci-Fi- Thriller,RaminBahrani,.,MichaelB.Jordan,AaronDavis,CindyKatz,MichaelShannon,.,4.9,14954,2018
The Week Of,Comedy,RobertSmigel,.,AdamSandler,ChrisRock,SteveBuscemi,RachelDratch,.,5.1,14855,2018
The Princess Switch,Romance,MikeRohl,.,VanessaHudgens,SamPalladio,NickSagar,AlexaAdeosun,.,6,14595,2018
High Life,Adventure- Drama- Mystery,ClaireDenis,.,RobertPattinson,JulietteBinoche,AndréBenjamin,MiaGoth,1225852,5.9,14591,2018
Greta,Drama- Mystery- Thriller,NeilJordan,.,IsabelleHuppert,ChloëGraceMoretz,MaikaMonroe,JanePerry,10519425,6,14591,2018
Batman Ninja,Animation- Action,JunpeiMizusaki,.,KôichiYamadera,WataruTakagi,AiKakuma,RieKugimiya,.,5.6,14533,2018
On the Basis of Sex,Biography- Drama,MimiLeder,.,FelicityJones,ArmieHammer,JustinTheroux,SamWaterston,24622687,6.9,14482,2018
Every Day,Drama- Fantasy- Romance,MichaelSucsy,.,AngourieRice,JusticeSmith,DebbyRyan,JeniRoss,6102076,6.4,14471,2018
Bad Samaritan,Crime- Horror- Thriller,DeanDevlin,.,DavidTennant,RobertSheehan,KerryCondon,CarlitoOlivero,3435047,6.4,14354,2018
The Miseducation of Cameron Post,Drama,DesireeAkhavan,.,ChloëGraceMoretz,StevenHauck,QuinnShephard,KerryButler,904703,6.6,14238,2018
Border,Drama- Fantasy- Romance,AliAbbasi,.,EvaMelander,EeroMilonoff,JörgenThorsson,AnnPetrén,771930,7,13988,2018
Bharat Ane Nenu,Action- Drama,KoratalaSiva,.,MaheshBabu,KiaraAdvani,PrakashRaj,SarathKumar,1554187,7.8,13854,2018
Colette,Biography- Drama- History,WashWestmoreland,.,KeiraKnightley,FionaShaw,DominicWest,RobertPugh,5137622,6.7,13752,2018
Teen Titans Go! To the Movies,Animation- Action- Comedy,AaronHorvath,PeterRidaMichail,GregCipes,ScottMenville,KharyPayton,TaraStrong,29562341,6.8,13448,2018
The Possession of Hannah Grace,Horror- Mystery- Thriller,DiederikVanRooijen,.,ShayMitchell,GreyDamon,KirbyJohnson,NickThune,14837422,5.2,13403,2018
Ibiza,Comedy- Romance,AlexRichanbach,.,GwenElizabethDuchon,GillianJacobs,MichaelaWatkins,PhoebeRobinson,.,5.2,13300,2018
Juliet Naked,Comedy- Drama- Music,JessePeretz,.,ChrisO'Dowd,RoseByrne,KittyO'Beirne,AlexClatworthy,3444895,6.6,13231,2018
Ahlat Agaci,Drama,NuriBilgeCeylan,.,DoguDemirkol,MuratCemcir,BennuYildirimlar,HazarErgüçlü,32966,8.2,13129,2018
Ölümlü Dünya,Action- Comedy,AliAtay,.,AhmetMümtazTaylan,AlperKul,SarpApak,IremSak,.,7.8,12914,2018
Goosebumps 2: Haunted Halloween,Adventure- Comedy- Family,AriSandel,.,WendiMcLendon-Covey,MadisonIseman,JeremyRayTaylor,CaleelHarris,46700633,5.6,12800,2018
Raid,Action- Crime- Drama,RajKumarGupta,.,AjayDevgn,SaurabhShukla,IleanaD'Cruz,AmitSial,1010385,7.4,12636,2018
Ben Is Back,Drama,PeterHedges,.,JuliaRoberts,LucasHedges,CourtneyB.Vance,KathrynNewton,3703184,6.7,12462,2018
Look Away,Horror- Thriller,AssafBernstein,.,IndiaEisley,JasonIsaacs,MiraSorvino,PenelopeMitchell,.,6.2,12233,2018
Mulk,Drama,AnubhavSinha,.,TaapseePannu,RishiKapoor,Prateik,AshutoshRana,.,6.6,11940,2018
Alex Strangelove,Comedy- Drama- Romance,CraigJohnson,.,MichaelAbela,DanielDoheny,BrendanArcher,GiannaJean,.,6.3,11936,2018
I Can Only Imagine,Biography- Drama- Family,AndrewErwin,JonErwin,J.MichaelFinley,MadelineCarroll,DennisQuaid,TraceAdkins,83482352,7.4,11905,2018
Ratsasan,Action- Crime- Thriller,RamKumar,.,RadhaRavi,SangiliMurugan,NizhalgalRavi,Saravanan,.,8.7,11608,2018
96,Drama- Romance,C.PremKumar,.,VijaySethupathi,TrishaKrishnan,VarshaBollamma,AdithyaBhaskar,.,8.7,11590,2018
The Tale,Drama- Mystery- Thriller,JenniferFox,.,ElizabethDebicki,LauraDern,EllenBurstyn,Common,.,7.3,11508,2018
Occupation,Action- Drama- Sci-Fi,LukeSparke,.,DanEwing,TemueraMorrison,StephanyJacobsen,RhiannonFish,.,5.3,11476,2018
A Private War,Biography- Drama- War,MatthewHeineman,.,RosamundPike,GregWise,AlexandraMoen,TomHollander,1633208,6.7,11340,2018
The Professor,Comedy- Drama,WayneRoberts,.,JohnnyDepp,RosemarieDeWitt,OdessaYoung,DannyHuston,.,6.7,11273,2018
Forever My Girl,Drama- Music- Romance,BethanyAshtonWolf,.,AlexRoe,JessicaRothe,AbbyRyderFortson,TravisTritt,16376066,6.7,11262,2018
Next Gen,Animation- Action- Adventure,KevinR.Adams,JoeKsander,JohnKrasinski,CharlyneYi,JasonSudeikis,MichaelPeña,.,6.6,11256,2018
Sarkar,Action- Drama,A.R.Murugadoss,.,JosephVijay,KeerthiSuresh,A.R.Murugadoss,VaralaxmiSarathkumar,.,6.9,11115,2018
A Futile and Stupid Gesture,Biography- Comedy,DavidWain,.,FrankGingerich,MorganGingerich,AnnetteO'Toole,HarryGroener,.,6.8,11069,2018
Welcome to Marwen,Biography- Comedy- Drama,RobertZemeckis,.,SteveCarell,FalkHentschel,MattO'Leary,NikolaiWitschl,10763520,6.1,11030,2018
Gotti,Biography- Crime- Drama,KevinConnolly,.,JohnTravolta,SpencerRoccoLofranco,KellyPreston,StacyKeach,4343227,4.8,11009,2018
Batman: Gotham by Gaslight,Animation- Action- Adventure,SamLiu,.,BruceGreenwood,JenniferCarpenter,ChrisCox,JohnDiMaggio,.,6.7,10996,2018
7 Days in Entebbe,Action- Drama- History,JoséPadilha,.,BatshevaDanceCompany,ZinaZinchenko,BenSchnetzer,DanielBrühl,3189220,5.8,10989,2018
Prospect,Drama- Sci-Fi- Thriller,ChristopherCaldwell,ZeekEarl,SophieThatcher,JayDuplass,PedroPascal,LukePitzrick,.,6.1,10958,2018
The Package,Comedy,JakeSzymanski,.,DanielDoheny,GeraldineViswanathan,SadieCalvano,LukeSpencerRoberts,.,5.5,10924,2018
Vox Lux,Drama- Music,BradyCorbet,.,NataliePortman,JudeLaw,StacyMartin,JenniferEhle,727119,6,10922,2018
Private Life,Comedy- Drama,TamaraJenkins,.,KathrynHahn,PaulGiamatti,GabrielleReid,AmyRuss,.,7.3,10824,2018
October,Drama- Romance,ShoojitSircar,.,VarunDhawan,BanitaSandhu,GitanjaliRao,SahilVedoliyaa,.,7.5,10812,2018
Breaking In,Action- Crime- Drama,JamesMcTeigue,.,GabrielleUnion,BillyBurke,RichardCabral,AjionaAlexus,46383120,5.4,10781,2018
The Clovehitch Killer,Crime- Drama- Mystery,DuncanSkiles,.,DylanMcDermott,CharliePlummer,SamanthaMathis,MadisenBeaty,8208,6.5,10745,2018
Veere Di Wedding,Comedy,ShashankaGhosh,.,KareenaKapoor,SonamKapoor,SumeetVyas,EdwardSonnenblick,.,3.2,10591,2018
Life Itself,Drama- Romance,DanFogelman,.,OscarIsaac,OliviaWilde,AnnetteBening,MandyPatinkin,4102648,6.6,10574,2018
Assassination Nation,Action- Comedy- Crime,SamLevinson,.,OdessaYoung,Abra,SukiWaterhouse,HariNef,1959204,5.9,10425,2018
Uncle Drew,Comedy- Sport,CharlesStoneIII,.,KyrieIrving,LilRelHowery,ShaquilleO'Neal,ChrisWebber,42469946,5.7,10306,2018
Peranbu,Drama,Ram,AmudhavanKaruppiah,Mammootty,VaniShree,Sunandha,Thariq,.,9.3,10294,2018
Kin,Action- Crime- Drama,JonathanBaker,JoshBaker,MylesTruitt,JackReynor,DennisQuaid,ZoëKravitz,5718096,5.8,10282,2018
In Darkness,Mystery- Thriller,AnthonyByrne,.,NatalieDormer,EmilyRatajkowski,EdSkrein,JoelyRichardson,.,5.8,10151,2018
The Man Who Killed Don Quixote,Adventure- Comedy- Drama,TerryGilliam,.,JoséLuisFerrer,IsmaelFritschi,JuanLópez-Tagle,AdamDriver,391963,6.4,9857,2018
Gold,Drama- History- Sport,ReemaKagti,.,AkshayKumar,MouniRoy,KunalKapoor,AmitSadh,.,7.4,9833,2018
Siberia,Crime- Romance- Thriller,MatthewRoss,.,KeanuReeves,BorisGulyarin,AshleySt.George,ElliotLazar,.,4.3,9541,2018
Down a Dark Hall,Drama- Fantasy- Horror,RodrigoCortés,.,AnnaSophiaRobb,UmaThurman,IsabelleFuhrman,VictoriaMoroles,.,5.1,9533,2018
Wildling,Drama- Fantasy- Horror,FritzBöhm,.,BelPowley,BradDourif,LivTyler,CollinKelly-Sordelet,.,5.5,9521,2018
Müslüm,Biography- Drama- Music,Ketche,CanUlkay,TimuçinEsen,ZerrinTekindor,AyçaBingöl,ErkanCan,.,8,9506,2018
Hell Fest,Horror,GregoryPlotkin,.,CyntheaMercado,StephenConroy,AmyForsyth,BexTaylor-Klaus,11107431,5.5,9391,2018
Je ne suis pas un homme facile,Comedy,EléonorePourriat,.,VincentElbaz,Marie-SophieFerdane,PierreBenezit,BlancheGardin,.,6.4,9379,2018
The Kindergarten Teacher,Drama,SaraColangelo,.,MaggieGyllenhaal,GaelGarcíaBernal,AtoBlankson-Wood,LibyaPugh,.,6.7,9371,2018
The Command,Action- Drama- History,ThomasVinterberg,.,MatthiasSchoenaerts,LéaSeydoux,PeterSimonischek,AugustDiehl,.,6.5,9276,2018
Thunder Road,Comedy- Drama,JimCummings,.,JimCummings,KendalFarr,NicanRobinson,JocelynDeBoer,.,7.1,9186,2018
Karwaan,Comedy- Drama,AkarshKhurana,.,IrrfanKhan,DulquerSalmaan,MithilaPalkar,AmalaAkkineni,182009,7.5,9033,2018
Happy as Lazzaro,Drama- Fantasy,AliceRohrwacher,.,AdrianoTardiolo,AgneseGraziani,AlbaRohrwacher,LucaChikovani,.,7.6,8955,2018
